Rank,Name,Link,Location_City,Location_State,Private_Public,Profit_Type,Campus_Setting,Starting_Salary,Percent_from_State,Percent_FTE,Percent_Male,Accept_rate,Old_SAT_Score,New_SAT_Score,ACT_Score,Num_Undergrad,Num_Faculty,Student_Faculty_Ratio,Num_Degree,Num_Major,Num_Field,Num_Annual_Grad,Percent_POC,Tuition_Fee,Room_Fee,Total_Cost,Financial_Aid
1278,Everglades University,everglades-university,Boca Raton, Florida,Private,Non-Profit,Small City,,53,29,48,73.4,,,,2099,216,15,12,11,7,258,50.404954740352544,17000,7872,33192,4604
1279,CUNY York College,cuny-york-college,Jamaica, New York,Public,,Large City,,100,35,37,44.5,960.0,,,8393,557,20,53,42,20,1153,95.31752651018708,6958,13718,27470,9449
1280,Mississippi University for Women,mississippi-university-for-women,Columbus, Mississippi,Public,,Small Town,38000.0,75,67,20,98.0,,,20.0,2577,208,14,29,29,21,775,41.676367869615824,6614,7032,19146,10806
1281,Herzing University - Minneapolis,herzing-university-minneapolis,Minneapolis, Minnesota,Private,Non-Profit,Large Suburb,,97,35,12,76.6,,,,372,43,11,14,10,6,59,47.043010752688176,13850,9819,29195,7663
1281,Herzing University - Minneapolis,herzing-university-minneapolis,Minneapolis, Minnesota,Private,Non-Profit,Large Suburb,,97,35,12,76.6,,,,372,43,11,14,10,6,59,47.043010752688176,13850,9819,29195,7663
1282,University of Maryland Eastern Shore,university-of-maryland-eastern-shore,Princess Anne, Maryland,Public,,Small Town,40000.0,75,68,45,39.0,950.0,,18.0,2861,307,13,37,33,22,516,89.16462775253406,8042,9623,23715,6460
1283,Midwestern Baptist Theological Seminary,midwestern-baptist-theological-seminary,Kansas City, Missouri,Private,Non-Profit,Large City,,27,26,74,94.6,,,22.0,418,134,15,5,5,1,53,19.377990430622006,7720,6696,19221,2093
1284,Austin Peay State University,austin-peay-state-university,Clarksville, Tennessee,Public,,Midsize City,34000.0,94,55,41,90.1,,,22.0,9591,675,18,39,36,22,1883,39.84985924304036,7913,10223,24224,7914
1285,Welch College,free-will-baptist-bible-college,Gallatin, Tennessee,Private,Non-Profit,Rural,,38,31,47,100.0,,,,348,59,9,31,20,11,79,17.81609195402298,18498,7478,33852,10703
1286,Delaware State University,delaware-state-university,Dover, Delaware,Public,,Small City,37000.0,35,66,35,45.2,905.0,990.0,19.0,4050,335,15,86,55,24,586,91.35802469135805,7868,11433,23420,9717
1288,SUNY Cobleskill,suny-college-of-agriculture-and-technology-at-cobleskill,Cobleskill, New York,Public,,Small Town,,94,58,47,94.3,970.0,,20.0,2291,179,17,48,37,17,661,33.08598865124401,8139,13182,24813,8264
1289,Lake Erie College,lake-erie-college,Painesville, Ohio,Private,Non-Profit,Large Suburb,,70,42,46,60.4,,,20.0,955,107,14,33,29,18,166,34.45026178010471,30862,9460,44732,23258
1290,Blue Mountain College,blue-mountain-college,Blue Mountain, Mississippi,Private,Non-Profit,Rural,,75,64,45,99.5,,,20.0,588,53,14,24,18,14,121,17.687074829931973,11760,6294,22351,8980
1291,Concordia University - Ann Arbor,concordia-university-ann-arbor,Ann Arbor, Michigan,Private,Non-Profit,Midsize City,,86,31,47,45.7,,,22.0,904,166,11,46,31,20,111,23.00884955752213,28420,9820,42640,16134
1292,Maria College of Albany,maria-college-of-albany,Albany, New York,Private,Non-Profit,Small City,,98,41,15,43.8,,,,855,68,9,9,8,5,199,44.444444444444436,14610,9480,27874,10809
1293,University of Mount Olive,mount-olive-college,Mount Olive, North Carolina,Private,Non-Profit,Small Town,34000.0,82,39,34,49.1,968.0,,20.0,3207,236,13,36,29,16,810,48.45650140318054,19700,8150,31200,13244
1294,University of Providence,university-of-great-falls,Great Falls, Montana,Private,Non-Profit,Small City,,55,52,30,61.6,,,,930,92,12,24,21,16,231,32.58064516129032,24440,8500,37890,15301
1295,Tennessee Wesleyan University,tennessee-wesleyan-college,Athens, Tennessee,Private,Non-Profit,Small Town,,82,100,37,59.9,,,21.0,935,67,12,39,33,19,306,24.17112299465241,23800,7750,35650,18188
1296,Belhaven University,belhaven-university,Jackson, Mississippi,Private,Non-Profit,Midsize City,33000.0,40,12,34,59.1,,,,2482,710,10,50,40,19,627,61.20064464141821,24250,8000,34400,15589
1297,Carlos Albizu University - Miami,carlos-albizu-university-miami,Miami, Florida,Private,Non-Profit,Large Suburb,,100,26,28,100.0,,,,376,87,18,4,4,3,49,98.13829787234043,12444,25083,49962,8902
1298,Quincy University,quincy-university,Quincy, Illinois,Private,Non-Profit,Small Town,,58,43,51,67.3,,,22.0,989,112,14,43,37,21,257,30.637007077856413,27770,10500,41670,22116
1299,Fayetteville State University,fayetteville-state-university,Fayetteville, North Carolina,Public,,Midsize City,33000.0,95,80,31,67.6,945.0,,18.0,5393,333,15,49,36,18,1016,81.99517893565734,5183,8627,16636,9850
1300,Norfolk State University,norfolk-state-university,Norfolk, Virginia,Public,,Midsize City,37000.0,70,69,35,90.1,940.0,,19.0,4687,356,17,33,32,19,904,96.09558352890976,9036,10288,25897,9563
1301,Morehead State University,morehead-state-university,Morehead, Kentucky,Public,,Small Town,32000.0,85,77,40,79.6,945.0,,23.0,9661,412,18,52,44,22,1463,10.350895352447992,8950,9436,22326,8381
1302,The University of Montana - Western,the-university-of-montana-western,Dillon, Montana,Public,,Small Town,,68,68,37,60.7,,,19.0,1538,98,17,33,18,14,398,16.25487646293888,5502,7884,18428,7497
1303,Prairie View A & M University,prairie-view-a-and-m-university,Prairie View, Texas,Public,,Small Town,43000.0,94,73,39,78.9,960.0,,18.0,7975,564,20,39,37,22,1128,98.1692789968652,9657,8402,23448,12509
1304,Huntingdon College,huntingdon-college,Montgomery, Alabama,Private,Non-Profit,Midsize City,37000.0,73,51,48,56.0,,,22.0,1102,94,15,39,26,16,320,36.206896551724135,24997,9500,35832,14672
1305,Jacksonville State University,jacksonville-state-university,Jacksonville, Alabama,Public,,Small City,34000.0,79,72,43,54.0,945.0,,22.0,7491,451,19,38,35,20,1379,28.060339073554932,10020,7898,22414,9476
1306,Louisiana State University - Shreveport,louisiana-state-university-shreveport,Shreveport, Louisiana,Public,,Midsize City,,91,78,40,83.8,,,22.0,2638,156,27,27,23,15,387,46.891584533737685,7166,9254,21678,6915
1307,Trident University International,trident-university-international,Cypress, California,Private,For-Profit,Large Suburb,48000.0,8,6,65,68.0,,,,4371,505,14,7,6,4,966,73.4385724090597,9240,6592,17912,4127
1308,Anna Maria College,anna-maria-college,Paxton, Massachusetts,Private,Non-Profit,Rural,,74,18,44,79.2,,,,1120,212,12,40,30,14,299,35.98214285714286,37130,13890,53020,24986
1309,Howard Payne University,howard-payne-university,Brownwood, Texas,Private,Non-Profit,Small Town,37000.0,98,66,52,59.2,,,20.0,981,123,9,87,54,23,210,43.6289500509684,27690,8304,39890,15633
1310,Georgia Southwestern State University,georgia-southwestern-state-university,Americus, Georgia,Public,,Small Town,33000.0,94,73,37,67.5,,,21.0,2606,158,17,24,23,12,422,36.79969301611665,5341,7910,20436,7296
1311,Elizabeth City State University,elizabeth-city-state-university,Elizabeth City, North Carolina,Public,,Small Town,,93,100,45,59.8,925.0,,18.0,1368,96,14,42,32,19,261,81.06725146198829,4986,7688,14036,10740
1312,Strayer University - North Carolina,strayer-university-north-carolina,Morrisville, North Carolina,Private,For-Profit,Large Suburb,,93,15,22,100.0,,,,3981,98,47,12,10,4,303,85.3051996985682,13857,10917,28626,2965
1313,Southern New Hampshire University,southern-new-hampshire-university,Manchester, New Hampshire,Private,Non-Profit,Midsize Suburb,38000.0,16,3,36,78.0,,,,70661,5959,28,64,52,22,8500,41.63965978403928,31136,12278,50436,9430
1314,University of Mobile,university-of-mobile,Mobile, Alabama,Private,Non-Profit,Rural,,77,52,36,47.0,,,22.0,1443,146,14,39,28,19,280,44.005544005544,22210,9600,38354,13101
1315,Northeastern State University,northeastern-state-university,Tahlequah, Oklahoma,Public,,Small Town,34000.0,92,67,40,95.7,972.0,,22.0,6828,428,19,61,50,24,1370,53.602811950790866,6327,7764,17291,6926
1316,Calvary University,calvary-bible-college-and-theological-seminary,Kansas City, Missouri,Private,Non-Profit,Large City,,44,45,53,74.4,728.0,820.0,22.0,222,33,10,15,14,10,32,20.270270270270274,11152,5240,18625,5367
1317,University of Dubuque,university-of-dubuque,Dubuque, Iowa,Private,Non-Profit,Small City,36000.0,26,49,58,74.2,,,19.0,1958,220,16,42,30,19,441,39.47906026557712,29710,9450,41010,16579
1318,Shorter University,shorter-university,Rome, Georgia,Private,Non-Profit,Small City,,73,75,43,53.4,985.0,,20.0,1403,129,14,41,33,21,306,39.0591589451176,21730,9400,34490,15046
1319,Coker College,coker-college,Hartsville, South Carolina,Private,Non-Profit,Small Town,32000.0,69,49,40,61.7,,,19.0,1023,134,13,55,33,18,243,47.50733137829912,28684,8824,40230,21496
1320,Maine College of Art,maine-college-of-art,Portland, Maine,Private,Non-Profit,Small City,,17,28,29,67.7,,,,459,102,10,11,4,1,88,20.26143790849673,34000,11570,48920,16178
1321,Northeastern Illinois University,northeastern-illinois-university,Chicago, Illinois,Public,,Large City,36000.0,99,53,44,69.4,976.0,,17.0,7113,567,16,44,38,21,1652,72.10740896949247,9638,11424,29951,7565
1322,Mercy College,mercy-college,Dobbs Ferry, New York,Private,Non-Profit,Large Suburb,39000.0,89,24,34,78.7,,,,6864,831,16,31,29,17,1553,74.35897435897436,18714,13900,37266,12803
1323,University of North Carolina at Pembroke,university-of-north-carolina-at-pembroke,Pembroke, North Carolina,Public,,Small Town,34000.0,99,74,39,80.7,990.0,,20.0,5481,387,16,48,37,22,1006,62.74402481299033,5955,8924,19625,6863
1324,San Francisco Art Institute,san-francisco-art-institute,San Francisco, California,Private,Non-Profit,Large City,,55,12,37,74.7,,,,299,227,9,10,6,2,86,58.862876254180605,44778,16087,69127,14603
1325,Colorado State University - Pueblo,colorado-state-university-pueblo,Pueblo, Colorado,Public,,Midsize City,41000.0,81,49,48,95.3,,,20.0,4621,382,14,28,28,18,796,52.80242371781,10090,10210,26702,6950
1326,Virginia State University,virginia-state-university,Petersburg, Virginia,Public,,Large Suburb,36000.0,68,77,43,91.1,915.0,,17.0,4302,371,15,30,30,20,828,99.02370990237101,8726,10880,22581,5876
1327,Southwest Baptist University,southwest-baptist-university,Bolivar, Missouri,Private,Non-Profit,Small Town,31000.0,80,45,36,73.2,,,23.0,2822,327,12,51,39,21,557,31.07725017717931,23290,7600,34390,14630
1328,Lourdes University,lourdes-college,Sylvania, Ohio,Private,Non-Profit,Large Suburb,,66,37,35,96.7,,,21.0,1044,151,13,26,23,15,289,30.076628352490417,21540,9700,35340,13546
1329,Kansas Wesleyan University,kansas-wesleyan-university,Salina, Kansas,Private,Non-Profit,Small Town,,32,52,59,53.6,,,22.0,693,82,12,71,41,20,190,37.229437229437245,28980,8950,42904,15555
1330,MacMurray College,macmurray-college,Jacksonville, Illinois,Private,Non-Profit,Small Town,,78,61,45,59.7,,,20.0,521,59,14,16,15,12,152,23.6084452975048,26100,8925,37725,17595
1331,SUNY Canton,suny-college-of-technology-at-canton,Canton, New York,Public,,Small Town,,97,58,41,78.6,980.0,,20.0,3180,228,17,39,32,15,849,35.471698113207545,8130,12350,23885,8159
1332,Wayland Baptist University,wayland-baptist-university,Plainview, Texas,Private,Non-Profit,Small Town,39000.0,91,30,50,98.8,985.0,,20.0,3561,476,10,39,28,21,1208,61.696152766076935,15800,7296,28352,8954
1333,Montana State University - Northern,montana-state-university-northern,Havre, Montana,Public,,Small Town,,80,64,56,100.0,,,,1163,86,14,34,26,18,273,25.795356835769553,5861,6470,16731,4397
1334,Mayville State University,mayville-state-university,Mayville, North Dakota,Public,,Rural,,55,100,39,48.1,,,20.0,1097,61,14,33,20,14,181,20.783956244302644,6456,6516,17072,4720
1335,Columbus State University,columbus-state-university,Columbus, Georgia,Public,,Midsize City,32000.0,90,55,41,53.4,970.0,,21.0,6799,561,17,46,33,18,1083,50.19855861156053,6134,10550,21414,7711
1336,Capella University,capella-university,Minneapolis, Minnesota,Private,For-Profit,Large City,42000.0,3,14,26,100.0,,,,9210,1456,22,23,18,6,2023,57.78501628664496,14250,4168,20152,4169
1337,Belmont Abbey College,belmont-abbey-college,Belmont, North Carolina,Private,Non-Profit,Midsize Suburb,40000.0,46,54,49,99.2,,,21.0,1555,138,16,16,16,12,313,47.97427652733119,18500,10294,32894,9166
1338,Clarks Summit University,baptist-bible-college-and-seminary-of-pennsylvania,South Abington Township, Pennsylvania,Private,Non-Profit,Large Suburb,,43,29,51,55.1,,,,503,98,11,20,16,10,179,13.916500994035784,23890,6150,32740,12802
1339,Northpoint Bible College,northpoint-bible-college,Haverhill, Massachusetts,Private,Non-Profit,Large Suburb,,25,20,51,100.0,,,,324,35,19,1,1,1,29,35.18518518518519,12054,8870,27224,3910
1340,Henderson State University,henderson-state-university,Arkadelphia, Arkansas,Public,,Small Town,36000.0,84,72,44,79.7,,,22.0,2832,252,13,41,34,21,546,33.96892655367232,8561,7000,20861,3514
1341,Gods Bible School and College,gods-bible-school-and-college,Cincinnati, Ohio,Private,Non-Profit,Large City,,25,54,53,100.0,,,,292,41,7,11,10,6,36,19.86301369863014,7040,4250,16040,5532
1342,University of Northwestern Ohio,university-of-northwestern-ohio,Lima, Ohio,Private,Non-Profit,Small Suburb,,38,52,81,100.0,,,,3655,200,25,25,18,10,1500,33.926128590971274,10745,6850,23295,5382
1343,Rosemont College,rosemont-college,Rosemont, Pennsylvania,Private,Non-Profit,Large Suburb,,74,22,37,69.6,,,18.0,635,125,11,23,22,16,102,65.35433070866142,19486,11960,34464,13133
1344,Troy University,troy-university,Troy, Alabama,Public,,Small Town,35000.0,77,37,40,88.1,,,22.0,14000,1425,14,48,43,21,2551,46.65714285714285,8692,6688,19815,7634
1345,CUNY New York City College of Technology,cuny-new-york-city-college-of-technology,Brooklyn, New York,Public,,Large City,,100,29,56,77.2,,,,17279,1441,18,50,42,20,2712,89.46698304300017,6920,13718,27432,8348
1346,South University - Tampa,south-university-tampa,Tampa, Florida,Private,For-Profit,Large City,,100,21,26,100.0,,,,543,132,10,10,9,5,191,66.29834254143645,17014,6328,30454,4659
1347,Limestone College,limestone-college,Gaffney, South Carolina,Private,Non-Profit,Small Town,37000.0,72,100,45,50.4,,,20.0,2597,91,17,40,30,18,656,55.48710050057759,25025,8808,41001,15257
1348,Columbia Southern University,columbia-southern-university,Orange Beach, Alabama,Private,For-Profit,Small Town,36000.0,9,30,63,100.0,,,,15050,475,65,19,16,8,5310,39.421926910299,5415,6327,15935,3265
1349,Newberry College,newberry-college,Newberry, South Carolina,Private,Non-Profit,Small Town,,80,56,56,58.3,,,20.0,1181,98,14,45,35,21,192,44.19983065198984,25267,10142,39621,20026
1350,Blackburn College,blackburn-college,Carlinville, Illinois,Private,Non-Profit,Small Town,,87,56,43,59.5,908.0,990.0,20.0,554,66,11,47,34,20,90,24.36823104693141,21992,7660,31302,17530
1351,Indiana University - Purdue University - Fort Wayne,indiana-university-purdue-university-fort-wayne,Fort Wayne, Indiana,Public,,Large City,35000.0,94,45,44,94.4,,,22.0,9957,655,14,69,55,22,1515,20.096414582705638,8330,9345,21801,7555
1352,Rasmussen College - Minnesota,rasmussen-college-minnesota,St. Cloud, Minnesota,Private,For-Profit,Small City,,94,30,17,100.0,,,,4506,255,16,36,26,9,1244,49.24545051043053,10935,8046,23877,5604
1353,Heritage University,heritage-university,Toppenish, Washington,Private,Non-Profit,Rural,,100,32,27,100.0,,,,812,231,6,37,28,15,185,85.71428571428572,17914,9690,32204,15714
1354,Olivet College,olivet-college,Olivet, Michigan,Private,Non-Profit,Rural,,92,49,58,70.1,,,,1177,95,17,49,33,18,204,33.135089209855565,26695,9310,39971,17576
1355,Brescia University,brescia-university,Owensboro, Kentucky,Private,Non-Profit,Small City,,81,42,29,42.4,,,21.0,1175,104,13,35,28,18,198,35.06382978723404,21550,9150,34150,16834
1356,Lincoln University,lincoln-university-of-pennsylvania,Lincoln University, Pennsylvania,Public,,Large Suburb,,44,47,34,79.7,970.0,,18.0,2002,207,15,40,35,22,304,98.9010989010989,11379,9499,27355,8524
1357,West Liberty University,west-liberty-university,West Liberty, West Virginia,Public,,Rural,37000.0,67,64,38,71.8,875.0,960.0,20.0,2176,198,15,27,25,16,443,28.216911764705888,7380,9320,22355,8233
1358,Clayton State University,clayton-state-university,Morrow, Georgia,Public,,Large Suburb,35000.0,98,66,31,41.8,,,,6555,324,18,32,29,18,1069,80.3813882532418,5419,10490,19631,7256
1359,Culver - Stockton College,culver-stockton-college,Canton, Missouri,Private,Non-Profit,Rural,,56,58,50,54.7,,,20.0,1093,85,15,38,29,16,207,27.630375114364142,26040,8310,38850,17175
1360,Thomas University,thomas-university,Thomasville, Georgia,Private,Non-Profit,Small Town,,59,37,36,22.6,,,,1118,136,11,19,15,11,177,73.25581395348838,16940,7500,27640,8379
1361,Defiance College,defiance-college,Defiance, Ohio,Private,Non-Profit,Small Town,,69,47,56,56.5,830.0,910.0,20.0,584,77,11,41,29,20,134,26.369863013698634,32190,10050,46040,19635
1362,University of Wisconsin - Parkside,university-of-wisconsin-parkside,Kenosha, Wisconsin,Public,,Midsize Suburb,38000.0,86,67,47,60.8,,,20.0,4137,238,20,36,35,20,821,35.07372492144066,7389,7512,20083,5563
1363,The Baptist College of Florida,the-baptist-college-of-florida,Graceville, Florida,Private,Non-Profit,Small Town,,74,38,57,62.0,850.0,930.0,20.0,405,65,9,14,12,7,94,22.71604938271605,11100,4138,18288,9052
1364,Colorado Mesa University,mesa-state-college,Grand Junction, Colorado,Public,,Small City,38000.0,81,52,47,81.7,,,21.0,9459,572,21,56,49,26,1377,30.996934136800927,8374,10735,23699,6092
1365,Crown College,crown-college,Saint Bonifacius, Minnesota,Private,Non-Profit,Rural,,52,36,46,51.2,968.0,,22.0,1059,89,19,34,26,15,294,24.173748819641176,25430,8490,39726,14972
1366,University of West Alabama,university-of-west-alabama,Livingston, Alabama,Public,,Rural,,93,54,45,28.2,940.0,,20.0,2111,225,13,24,24,15,314,57.650402652771206,9204,7080,21005,6523
1367,Black Hills State University,black-hills-state-university,Spearfish, South Dakota,Public,,Small Town,35000.0,66,58,37,87.0,,,21.0,3947,202,20,52,35,17,513,19.63516594882189,8602,6820,20922,4340
1368,Musicians Institute,musicians-institute,Hollywood, California,Private,For-Profit,Large City,,66,28,76,80.0,,,,990,229,4,2,1,1,159,75.95959595959596,24030,12330,42255,4612
1369,University of South Carolina - Beaufort,university-of-south-carolina-beaufort,Bluffton, South Carolina,Public,,Small Town,,83,59,32,64.4,,,20.0,2077,157,15,19,17,14,350,41.309581126624934,10472,8584,24136,6462
1370,Sierra Nevada College,sierra-nevada-college,Incline Village, Nevada,Private,Non-Profit,Small Town,,23,25,55,69.0,,,22.0,448,152,10,14,14,8,119,22.544642857142858,32639,12764,49003,18138
1371,Indiana University - Southeast,indiana-university-southeast,New Albany, Indiana,Public,,Large Suburb,34000.0,78,47,40,82.8,,,20.0,4823,427,14,36,30,18,896,16.898196143479154,7207,9724,20529,7119
1372,Davis & Elkins College,davis-and-elkins-college,Elkins, West Virginia,Private,Non-Profit,Small Town,,63,61,41,41.6,,,20.0,837,77,13,65,49,23,223,44.68339307048984,28992,9250,42396,23135
1373,East Texas Baptist University,east-texas-baptist-university,Marshall, Texas,Private,Non-Profit,Small Town,36000.0,91,62,46,54.4,,,20.0,1421,114,15,43,32,18,230,34.6235045742435,25470,9348,38076,15698
1374,SUNY Empire State College,suny-empire-state-college,Saratoga Springs, New York,Public,,Small Suburb,38000.0,94,19,38,100.0,,,,9810,922,15,14,14,11,3168,40.17329255861366,7185,11600,22597,6689
1375,Franklin University,franklin-university,Columbus, Ohio,Private,Non-Profit,Large City,,91,8,46,100.0,,,,3509,696,11,32,24,10,1165,36.81960672556284,12241,14392,32933,7514
1376,Iowa Wesleyan University,iowa-wesleyan-college,Mount Pleasant, Iowa,Private,Non-Profit,Small Town,,18,100,48,50.0,930.0,,20.0,628,31,10,36,24,17,99,61.30573248407644,24600,10960,40173,12859
1377,The College of Westchester,the-college-of-westchester,White Plains, New York,Private,For-Profit,Small City,,98,45,36,98.2,,,,916,65,20,9,7,4,329,90.61135371179041,21015,9520,36300,11011
1378,Dillard University,dillard-university,New Orleans, Louisiana,Private,Non-Profit,Large City,,55,58,25,40.8,910.0,990.0,20.0,1290,123,12,27,27,14,172,99.53488372093024,17918,9985,33876,13609
1379,Columbia College Hollywood,columbia-college-hollywood,Tarzana, California,Private,Non-Profit,Large City,,50,5,53,49.5,,,,453,103,10,1,1,1,53,52.097130242825614,24495,13293,43881,5640
1380,Davenport University,davenport-university,Grand Rapids, Michigan,Private,Non-Profit,Large Suburb,37000.0,95,17,44,81.9,,,,5597,690,14,31,24,8,1332,33.982490619974996,17558,9902,30682,10607
1381,Lander University,lander-university,Greenwood, South Carolina,Public,,Small Town,34000.0,94,59,31,47.6,,,20.0,2787,226,14,25,22,18,459,38.42841765339074,11700,8900,24500,8869
1382,Santa Barbara Business College - Ventura,santa-barbara-business-college-ventura,Ventura, California,Private,For-Profit,Midsize City,,100,13,47,100.0,,,,235,94,8,12,8,6,122,72.34042553191489,10000,11816,26328,5577
1383,Ohio University - Zanesville Campus,ohio-university-zanesville-campus,Zanesville, Ohio,Public,,Small Town,,99,39,30,100.0,,,,1204,84,17,6,5,5,71,10.631229235880395,5060,5880,16014,4108
1384,Monroe College,monroe-college-main-campus,Bronx, New York,Private,For-Profit,Large City,,87,43,38,52.2,,,,5514,484,17,20,14,8,2222,97.47914399709828,14976,10130,30006,10773
1385,San Diego Christian College,san-diego-christian-college,Santee, California,Private,Non-Profit,Large Suburb,,84,12,49,62.4,915.0,,19.0,658,113,12,16,15,14,226,60.942249240121576,22094,11300,38688,16644
1386,Humphreys University - Stockton and Modesto Campuses,humphreys-college-stockton-and-modesto-campuses,Stockton, California,Private,Non-Profit,Large City,,100,14,29,100.0,,,,324,145,12,9,9,6,155,79.62962962962962,14004,13293,33390,7783
1387,Life University,life-university,Marietta, Georgia,Private,Non-Profit,Small City,,52,66,46,68.9,948.0,,18.0,755,191,13,13,13,10,139,52.58278145695364,11715,14400,38115,7232
1388,Florida National University - Main Campus,florida-national-university-main-campus,Hialeah, Florida,Private,For-Profit,Large Suburb,,99,54,29,100.0,,,,4023,151,31,28,19,10,463,98.7322893363162,13250,9747,31293,7011
1389,New Hampshire Institute of Art,new-hampshire-institute-of-art,Manchester, New Hampshire,Private,Non-Profit,Midsize City,,44,29,30,99.4,,,,308,66,8,7,4,2,78,43.83116883116883,26880,11160,43340,9338
1390,Auburn University at Montgomery,auburn-university-at-montgomery,Montgomery, Alabama,Public,,Midsize City,36000.0,94,61,36,82.5,,,22.0,4313,337,16,37,35,19,664,50.104335729190815,8020,6980,19790,5171
1391,Park University,park-university,Parkville, Missouri,Private,Non-Profit,Large Suburb,37000.0,25,11,52,69.0,,,,9861,1032,15,78,58,23,3627,54.173004766250884,8632,7672,21340,7067
1392,Upper Iowa University,upper-iowa-university,Fayette, Iowa,Private,Non-Profit,Rural,39000.0,39,14,38,55.6,945.0,,20.0,4271,518,17,56,45,22,1258,42.44907515804262,29600,9760,44206,17917
1393,Strayer University - Maryland,strayer-university-maryland,Suitland, Maryland,Private,For-Profit,Large Suburb,,95,13,29,100.0,,,,2294,94,34,12,10,4,373,89.14559721011334,13857,10917,28626,4416
1394,Indiana University - Kokomo,indiana-university-kokomo,Kokomo, Indiana,Public,,Small City,,100,49,36,70.3,,,20.0,2876,233,16,27,23,17,572,17.837273991655078,7207,7284,19593,7341
1395,Wilmington University,wilmington-university,New Castle, Delaware,Private,Non-Profit,Large Suburb,37000.0,76,5,35,100.0,,,,8440,1993,13,36,27,13,2018,61.25592417061612,10940,6000,20540,2449
1396,Indiana University - South Bend,indiana-university-south-bend,South Bend, Indiana,Public,,Midsize City,37000.0,98,55,38,77.7,,,21.0,4876,437,13,47,39,21,827,28.855619360131254,7207,8850,19655,7270
1397,UMass Amherst Mount Ida Campus,mount-ida-college,Newton, Massachusetts,Private,Non-Profit,Small City,,56,28,31,74.9,,,,1522,223,13,23,20,14,295,38.042049934296976,35720,13680,52472,21083
1398,Arkansas Tech University,arkansas-tech-university,Russellville, Arkansas,Public,,Small Town,37000.0,96,59,46,94.8,,,,10781,626,19,84,58,28,1797,23.624895649754194,7104,7654,18705,6352
1399,Kent State University at East Liverpool,kent-state-university-at-east-liverpool,East Liverpool, Ohio,Public,,Small Town,,89,38,32,100.0,,,,1174,55,25,11,10,6,141,15.843270868824533,5664,7860,18528,4195
1400,Toccoa Falls College,toccoa-falls-college,Toccoa Falls, Georgia,Private,Non-Profit,Small Town,,73,38,41,58.7,,,20.0,1411,116,15,29,24,17,150,25.230333097094263,22104,7934,36200,13976
1401,Chicago State University,chicago-state-university,Chicago, Illinois,Public,,Large City,34000.0,77,71,30,77.9,959.0,,18.0,2029,265,10,33,29,19,468,96.05717102020701,10252,8724,24676,11044
1401,Chicago State University,chicago-state-university,Chicago, Illinois,Public,,Large City,34000.0,77,71,30,77.9,959.0,,18.0,2029,265,10,33,29,19,468,96.05717102020701,10252,8724,24676,11044
1402,York College,york-college-nebraska,York, Nebraska,Private,Non-Profit,Small Town,,31,56,55,48.5,990.0,,21.0,431,48,12,34,19,14,70,41.29930394431555,18760,7000,28260,10765
1403,South College,south-college,Knoxville, Tennessee,Private,For-Profit,Midsize City,,75,57,21,100.0,,,,1410,247,13,25,17,6,274,21.063829787234038,18000,13113,36020,9159
1404,Presentation College,presentation-college,Aberdeen, South Dakota,Private,Non-Profit,Small Town,,33,61,36,96.3,990.0,,20.0,761,74,10,24,22,15,157,31.01182654402102,19830,9125,32855,11650
1407,Holy Cross College,holy-cross-college,Notre Dame, Indiana,Private,Non-Profit,Large Suburb,,43,23,61,74.1,,,26.0,557,70,15,9,9,9,141,39.497307001795335,29734,11002,44244,21034
1408,Clark Atlanta University,clark-atlanta-university,Atlanta, Georgia,Private,Non-Profit,Large City,32000.0,28,64,28,57.9,990.0,,20.0,3302,281,20,28,27,16,430,99.90914597213808,21892,10878,37382,10952
1409,Peru State College,peru-state-college,Peru, Nebraska,Public,,Rural,,74,51,41,100.0,,,,2046,101,21,37,20,14,336,19.110459433040077,7226,7808,19018,5137
1410,Columbia College,columbia-college-missouri,Columbia, Missouri,Private,Non-Profit,Midsize City,36000.0,50,11,43,100.0,,,,12754,701,27,45,38,21,4515,44.04108514975696,8712,7094,20984,9842
1411,Missouri Western State University,missouri-western-state-university,Saint Joseph, Missouri,Public,,Small City,34000.0,89,60,41,100.0,,,,5292,343,16,54,46,23,744,21.164021164021165,6434,8730,18829,6882
1412,Montana State University - Billings,montana-state-university-billings,Billings, Montana,Public,,Midsize City,36000.0,93,50,37,100.0,,,,4021,302,14,68,48,23,750,19.273812484456602,5833,7820,19583,5033
1413,Medaille College,medaille-college,Buffalo, New York,Private,Non-Profit,Large City,37000.0,97,21,28,74.5,965.0,,20.0,1528,345,12,18,15,11,336,32.395287958115176,28360,13340,43900,23095
1414,Strayer University - Tennessee,strayer-university-tennessee,Memphis, Tennessee,Private,For-Profit,Large City,,83,12,20,100.0,,,,2052,91,29,12,10,4,135,85.18518518518519,13857,10917,28626,5815
1415,Kent State University at Salem,kent-state-university-at-salem,Salem, Ohio,Public,,Rural,,99,35,30,100.0,,,,1694,116,19,13,12,8,225,13.695395513577337,5664,7860,18528,3769
1416,Mt Sierra College,mt-sierra-college,Monrovia, California,Private,For-Profit,Large Suburb,,94,21,76,87.0,,,,202,42,9,8,7,4,59,87.62376237623762,15688,10800,32827,6201
1417,East Central University,east-central-university,Ada, Oklahoma,Public,,Small Town,,89,70,40,48.0,,,20.0,3081,209,18,33,31,21,688,41.609866926322624,6600,6730,17854,6413
